요양기관명,우편번호,주소,전화번호
가온삼성가정의학과의원,10894,경기도 파주시 와석순환로 431 302호 (와동동 신운정프라자 ),031-945-0050
진내과의원,11757,경기도 의정부시 청사로 37 501-1호 (금오동 신세계프라자),031-853-1266
임종윤내과의원,14066,경기도 안양시 동안구 관평로182번길 54 404 405호 (관양동 벌말프라자),031-3443-1379
상우내과의원,21056,인천광역시 계양구 경명대로 1096 (계산동 계산메디칼센타),032-551-0860
연세가정의학과의원,22657,인천광역시 서구 단봉로 107 3층 301호 (왕길동 성우프라자),
연세굿바디의원,16553,경기도 수원시 권선구 동수원로 232 214-215호 (권선동 롯데마트3층),031-225-0700
논현새로운내과의원,21679,인천광역시 남동구 논고개로 87 401호 (논현동 논현메디스타워),
건강플러스내과의원,21028,인천광역시 계양구 장제로 912 4층 (병방동 하정빌딩),032-546-8666
하나내과의원,16388,경기도 수원시 권선구 금곡로 106 403호 (금곡동 우성메디피아),031-227-1511
서울아산베스트의원,15052,경기도 시흥시 정왕시장길 52 203-204호 (정왕동),031-497-6633
위대항맥외과의원,21574,인천광역시 남동구 인하로 497-5 (구월동 메인프라자 301호일부),032-426-9275
호매실연합의원,16630,경기도 수원시 권선구 호매실로104번길 18 5 6층 (호매실동),031-227-2468
홍정곤내과의원,14092,경기도 안양시 만안구 안양로 129 (안양동),031-442-9287
서울온의원,13937,경기도 안양시 동안구 관평로 314 3층 (관양동 테라리움),031-388-9889
365편한내과의원,15855,경기도 군포시 군포역1길 10 3층 (당동),031-477-3654
김석연내과의원,21049,인천광역시 계양구 경명대로 1048 (계산동),032-555-0600
일산모든내과의원,10341,경기도 고양시 일산서구 고양대로 691 일산동 (일산동 한더빌딩),031-975-8500
권선연세내과의원,16556,경기도 수원시 권선구 권광로 68 4층 (권선동 교연빌딩),031-222-6224
굿모닝내과의원,10462,경기도 고양시 덕양구 호국로 803 206호 (주교동 동세청자아 상가),031-965-7800
광교내과의원,16508,경기도 수원시 영통구 센트럴타운로 15 301 302호 (이의동 아이플렉스),031-216-7321
오앤유내과영상의학과의원,17735,경기도 평택시 이충로35번길 20-9 2층 (이충동 이충센타프라자),031-665-0852
편안내과의원,22377,인천광역시 중구 하늘별빛로 71 4층 (중산동),032-747-2236
삼성키즈소아청소년과의원,16990,경기도 용인시 기흥구 동백죽전대로527번길 98-2 (중동),031-693-9811
SOK 속편한내과의원,10905,경기도 파주시 미래로 375 삼성메디컬 프라자 502 503 504호 (동패동),031-959-2288
주손척척의원,21653,인천광역시 남동구 논현역로 4 5층 일부호 (논현동),032-464-6979
연세영림의원,10486,경기도 고양시 덕양구 서정마을로 5 2층 (행신동 행신프라자),031-971-8575
일산미래내과의원,10242,경기도 고양시 일산서구 일현로 97-11 1층층 108A 108B 109A 158B 161 164호 (탄현동 일산 위브더제니스),
영내과의원,16004,경기도 의왕시 포일세거리로 3 3층 (포일동 파레사타워),031-422-0011
좋은미래의원,16282,경기도 수원시 장안구 금당로 42 (조원동),031-256-8828
고려웰가정의학과의원,16224,경기도 수원시 영통구 대학로 109 302호 (이의동 골드클래스5),031-217-8871
연합한강내과의원,10071,경기도 김포시 김포한강8로 378 303호 (구래동),031-986-6990
양평경희통합의원한의원,12507,경기도 양평군 옥천면 북부길9번길 13,031-771-7582
아름드리소아청소년과의원,10551,경기도 고양시 덕양구 도래울로 42 202호 (도내동 예승골드프라자),031-963-7373
서울가정의학과의원,16376,경기도 수원시 권선구 당진로31번길 15 (당수동),031-416-1275
소망가정의학과의원,16610,경기도 수원시 권선구 하탑로 52 (탑동),031-297-5977
서울삼성내과의원,22002,인천광역시 연수구 신송로 161 4층 (송도동 플러스원프라자),032-833-1933
길벗내과의원,22736,인천광역시 서구 청라라임로 65 4층 409 410호 (연희동 라임타워),032-576-5900
서울백내과의원,21012,인천광역시 계양구 동양로 103 402호 (동양동),032-552-7982
휴내과의원,21574,인천광역시 남동구 인하로 497-5 8층 801호 (구월동 푸른세상안과빌딩),032-437-5111
아름다운가정의학과의원,16039,경기도 의왕시 계원대학로 2 202호 (내손동 롯데프라자),031-426-1075
연세모두소아청소년과의원,10071,경기도 김포시 김포한강8로 410 3층 302-303호 (구래동),031-996-7300
조은아산내과의원,21655,인천광역시 남동구 호구포로 220 402호 (논현동 명진프라자),032-428-0075
연세허브가정의학과의원,17887,경기도 평택시 평택5로 191 3층 (비전동),031-647-6090
무지개연합의원,18135,경기도 오산시 경기대로 271 3층 (오산동 롯데마트),031-373-6727
화서의원,16422,경기도 수원시 팔달구 일월로22번길 17 (화서동),031-297-1199
연세정의원,18136,경기도 오산시 오산로 300 2층 (오산동),031-374-3677
향산제이메디컬의원,10121,경기도 김포시 고촌읍 상미1로 2 2층,031-981-6378
군문메디컬의원,17922,경기도 평택시 원평로25번길 61-1 3층 (군문동 주공플라자),
김소은내과의원,10495,경기도 고양시 덕양구 충장로 140 3층 302 303호 (행신동),031-926-3560
나우리가정의학과의원,13586,경기도 성남시 분당구 돌마로476번길 41 2층 (서현동 분당빌딩),
두림메디컬의원,21398,인천광역시 부평구 부흥로 408 2층 (부개동),032-361-7765
차내과의원,10551,경기도 고양시 덕양구 도래울로 103 3층 304호 (도내동 대영프라자),031-815-3036
부평열린내과의원,21407,인천광역시 부평구 동수북로158번길 3 201 301호 (부평동 원명빌딩),032-501-0036
연세송내과의원,10924,경기도 파주시 후곡로 3 2층 203호 3층 304호 (금촌동),031-8070-1198
다정한내과의원,17080,경기도 용인시 기흥구 한보라1로 6 301호 (보라동 제일프라자),031-274-8331
평택중앙내과의원,17894,경기도 평택시 중앙로 29 (통복동),031-651-9107
새봄연합의원,18147,경기도 오산시 오산로 79 301호 (갈곶동 리치타워),031-375-5321
서울헤리티지의원,13552,경기도 성남시 분당구 대왕판교로 155 202호 (송죽동),031-8022-0300
튼튼소아청소년과의원,22371,인천광역시 중구 흰바위로 31 (운서동 에어로시티 3층),032-746-7588
조현철내과의원,10108,경기도 김포시 김포대로 855 5층 505호 (사우동 네오프라자 메디칼센타),031-997-1575
청라나눔내과의원,22758,인천광역시 서구 청라한내로 90 우성메디피아 303 304호 (연희동),032-567-0750
영종삼성의원,22371,인천광역시 중구 영종대로 100 (운서동 신성하우스빌 5층),032-752-8275
행복한가족의원,18145,경기도 오산시 동부대로 355 3층 (고현동),
태전연세가정의학과의원,12784,경기도 광주시 태봉로43번길 6 2층 (태전동),031-765-5041
로아신경과의원,13618,경기도 성남시 분당구 성남대로 168 304호 (금곡동 미도프라자),031-718-6700
삼성가정의학과의원,11106,경기도 포천시 영북면 영북로 189 2층,031-534-7582
서울수의원,17989,경기도 평택시 팽성읍 부용로 27,031-651-0177
검단나은의원,22635,인천광역시 서구 검단로 508 3층 (마전동 이지준프라자),032-590-5700
오세원내과의원,22227,인천광역시 미추홀구 미추홀대로 576 2층 (주안동),032-432-5310
늘편한내과의원,10071,경기도 김포시 김포한강4로 521 3층 302 303호 (구래동 한강메디프라자),031-996-7583
다정한내과의원,22760,인천광역시 서구 크리스탈로74번길 31 월드프라자 403 404 406호 (청라동),032-562-7511
참사랑내과의원,18141,경기도 오산시 오산로 206 2층 201 202호 (원동),031-372-3114
김앤유내과의원,10571,경기도 고양시 덕양구 권율대로 900 S프라자 3층 (신원동),02-381-3551
원흥바른신경외과의원,10551,경기도 고양시 덕양구 권율대로 512 3층 304 305 306 307호 (신원동 파스텔 시티),031-994-3333
건강드림내과의원,10115,경기도 김포시 풍무로 76 4층 401호 (풍무동 오성프라자),031-986-6556
분당21세기의원,13577,경기도 성남시 분당구 서현로321번길 10 3층일부 4층 (서현동),031-703-1021
연세생명나무내과의원,13647,경기도 성남시 수정구 위례광장로 27 303 304호 (창곡동 으뜸프라자),031-758-1088
새빛튼튼의원,22682,인천광역시 서구 고산후로95번길 20 힘찬프라자 301 302호 (당하동),
제이에스의원,10031,경기도 김포시 통진읍 김포대로 2225 통진메디칼타워 3층 302호,031-987-2222
아산플러스가정의학과의원,13642,경기도 성남시 수정구 위례동로 153 4층 403호 (창곡동 에이플타워),031-753-5551
365위례연세내과의원,13642,경기도 성남시 수정구 위례동로 153 4층 404호 (창곡동 에이플타워),031-722-0055
연세베스트내과의원,10322,경기도 고양시 일산동구 위시티4로 46 2층 201~203 204 일부호 (식사동 위시티일산자이2단지아파트),031-969-5678
으뜸가정의학과의원,16825,경기도 용인시 수지구 동천로 34 3층 (동천동),031-272-8275
성모수내과의원,11757,경기도 의정부시 청사로 50 303~306호 402~404호 (금오동),
미래내과의원,16884,경기도 용인시 처인구 모현읍 오포로 106 2층,031-8078-8275
박원종내과의원,10018,경기도 김포시 통진읍 김포대로2230번길 21-3 1층,031-996-3722
삼성하나의원,14085,경기도 안양시 만안구 전파로 19 2층 (안양동),031-447-7582
호매실연세이비인후과의원,16630,경기도 수원시 권선구 호매실로104번길 24-43 304 305호 (호매실동),031-293-7582
광교센트럴가정의학과의원,16506,경기도 수원시 영통구 센트럴타운로 106 312호 (이의동 센트럴프라자),031-217-8575
서울본의원,17577,경기도 안성시 아양로 71 안성서희스타힐스아파트상가 (아양동),031-671-1121
나봄가정의학과의원,10402,경기도 고양시 일산동구 정발산로 15 (장항동 드림월드빌딩 202호 203호),031-901-9909
검암우리손내과의원,22696,인천광역시 서구 승학로 498 서해프라자 301~304호 (검암동),032-561-7075
더건강한내과의원,15865,경기도 군포시 산본로323번길 16-14 센타빌딩 A동 701호 (산본동),031-397-7582
안심내과의원,10089,경기도 김포시 태장로 820 3층 301호 (장기동 엠프라자),031-998-3012
아람의원,11750,경기도 의정부시 동일로 660 A동202호 (금오동 금오2차 신도브래뉴업 상가),031-843-8600
삼성연합의원,18114,경기도 오산시 오산대역로 214 G플레이스 오산 404 405호 (수청동),031-376-5475
일산윌내과의원,10324,경기도 고양시 일산동구 고양대로1021번길 33 스타타워Ⅲ 3층 302~304호 (식사동),031-963-8808
송도외과의원,21998,인천광역시 연수구 컨벤시아대로 165 4층 (송도동 동북아트레이드타워),032-833-0000
새성모의원,21021,인천광역시 계양구 장제로1009번길 2 3층 (박촌동),032-544-3233
부평봄내과의원,21407,인천광역시 부평구 경인로 947 402호 403호 (부평동),032-514-8275
스마트가정의학과의원,14055,경기도 안양시 동안구 부림로 188 302호 (관양동 청용빌딩),031-423-7588
시흥희망의료복지 사회적협동조합 희망의원,14914,경기도 시흥시 은행로167번길 6 401호 402(일부)호 (대야동 청송빌딩),031-315-2580
세교중앙내과의원,18109,경기도 오산시 수청로 189 601 602호 (금암동 웅신아트프라자),031-378-6543
연수베스트내과의원,21926,인천광역시 연수구 먼우금로 189 2층 (청학동 소망글로벌),032-817-5550
서울태내과의원,11703,경기도 의정부시 회룡로 135 2층 (호원동),031-855-1919
더나은내과의원,13144,경기도 성남시 수정구 산성대로 439 4층 (단대동),031-744-3339
편한몸의원,16663,경기도 수원시 권선구 동수원로177번길 40 상가206호 (권선동 수원아이파크시티8단지),031-8042-5252
노숙영앤유신경과의원,13591,경기도 성남시 분당구 서현로210번길 20 403호 (서현동 코코프라자),031-703-5558
김은아의건강한내과의원,22188,인천광역시 미추홀구 독배로 311 5층 501호 (용현동 비젼프라자),032-209-9575
